-57.957146205785705, 138.09743415142373, 1146.0264461774536
-56.97844434525088, 137.62903206631418, 1146.4633092375284
-56.1544172618697, 137.85787251953158, 1145.3289218031632
-58.26844846453692, 139.39365594586198, 1146.8582216020955
-57.71700657478303, 138.5728702937385, 1147.1063223588867
-60.07228251472606, 122.11191499747778, 1126.6352977398471
-61.312113221283035, 120.5923776966093, 1124.91374552911
-61.660288675906614, 119.66436487085733, 1125.417795585833
-62.384889084831826, 118.45479924396457, 1123.421625070655
-61.1460985981395, 119.21892639042862, 1126.1196004806125
-68.4284485240131, 166.05299929367678, 1161.9458878710755
-66.05938407772017, 165.65972105911814, 1162.403369790199
-69.57122169634967, 167.22640895389944, 1160.2793313881316
